"scenario_index","scenario_id","scenario_type","rep","q_epsilon_target","q_epsilon_theoretical","q_epsilon_empirical","range_block_ratio","microscale","true_nugget","partial_sill","true_sill","sigma2_eps","observed_nugget","observed_sill","spherical_range","spherical_range_block_units","target_r2_block","prediction_relation","n_blocks_side","fine_per_block","n_sample","sigma2_obs_theoretical","sigma2_obs_empirical","sigma2_delta_theoretical","sigma2_delta_empirical","cov_point_block_theoretical","var_block_theoretical","lambda_theoretical","lambda_empirical","n_negative_eigenvalues","r_obs","R2_obs","RMSE_obs","r_true_point","R2_true_point","RMSE_true_point","r_block_true","R2_block_true","RMSE_block_true","r_ME","R2_ME","RMSE_ME","r_B_hat","R2_B_hat","RMSE_B_hat","lower_value_holds"
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",11,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,1.05470067474003,0.494444953959777,0.499782201472258,NA,0.505555046040223,0.505555046040223,0.509294500905584,0,0.405627180925776,0.164533409905792,0.986420586264002,0.405627180925776,0.164533409905792,0.986420586264002,0.547722557505166,0.3,0.684744736085277,0.405627180925776,0.164533409905792,0.986420586264002,0.570483153925415,0.325451028912688,0.691795214673852,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",12,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,0.96404522356319,0.494444953959777,0.490833041900339,NA,0.505555046040223,0.505555046040223,0.523218470411714,0,0.360497200882934,0.129958231844431,0.98986339880535,0.360497200882934,0.129958231844431,0.98986339880535,0.547722557505166,0.3,0.695349520590105,0.360497200882934,0.129958231844431,0.98986339880535,0.507011339012344,0.25706049788709,0.696695481781461,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",13,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,0.94173463307626,0.494444953959777,0.430024233502587,NA,0.505555046040223,0.505555046040223,0.561336598648766,0,0.399848155853466,0.159878547739418,0.955470126773741,0.399848155853466,0.159878547739418,0.955470126773741,0.547722557505166,0.3,0.701778316822878,0.399848155853466,0.159878547739418,0.955470126773741,0.562355403604687,0.31624359996339,0.646898917294853,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",14,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,1.00804215747617,0.494444953959777,0.511361537757462,NA,0.505555046040223,0.505555046040223,0.488409366587797,0,0.380346102388652,0.144663157602239,0.980184625698073,0.380346102388652,0.144663157602239,0.980184625698073,0.547722557505166,0.3,0.663727640364796,0.380346102388652,0.144663157602239,0.980184625698073,0.534927278735844,0.286147193535735,0.682874034134476,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",15,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,0.937663649867598,0.494444953959777,0.472187754739515,NA,0.505555046040223,0.505555046040223,0.532364449997691,0,0.381996256743746,0.145921140166234,0.964279851360162,0.381996256743746,0.145921140166234,0.964279851360162,0.547722557505166,0.3,0.693582508118648,0.381996256743746,0.145921140166234,0.964279851360162,0.537248092786838,0.288635513203095,0.659841403504963,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",16,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,0.977879634191815,0.494444953959777,0.49256244427366,NA,0.505555046040223,0.505555046040223,0.472877296823255,0,0.380156288683231,0.144518803825408,0.957886694497755,0.380156288683231,0.144518803825408,0.957886694497755,0.547722557505166,0.3,0.62989847144695,0.380156288683231,0.144518803825408,0.957886694497755,0.534660320488421,0.285861658304781,0.650462885594604,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",17,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,0.946140059383895,0.494444953959777,0.51188667426745,NA,0.505555046040223,0.505555046040223,0.498811627642005,0,0.388853448836959,0.151207004672397,0.956179996118827,0.388853448836959,0.151207004672397,0.956179996118827,0.547722557505166,0.3,0.678287179608854,0.388853448836959,0.151207004672397,0.956179996118827,0.54689220135836,0.299091079906593,0.647946935341177,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",18,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,1.04944391779783,0.494444953959777,0.503361988876696,NA,0.505555046040223,0.505555046040223,0.498799310494365,0,0.383735807493206,0.147253169952463,0.996401361168624,0.383735807493206,0.147253169952463,0.996401361168624,0.547722557505166,0.3,0.672408274684333,0.383735807493206,0.147253169952463,0.996401361168624,0.539694635929485,0.291270300051059,0.705953765185022,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",19,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,1.04483041838847,0.494444953959777,0.574309695680713,NA,0.505555046040223,0.505555046040223,0.4499496081902,0,0.357882171356922,0.128079648575146,1.00603684634549,0.357882171356922,0.128079648575146,1.00603684634549,0.547722557505166,0.3,0.651182744008169,0.357882171356922,0.128079648575146,1.00603684634549,0.503333502906286,0.253344615147913,0.719489528933534,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",20,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,0.991516204342339,0.494444953959777,0.521425153325248,NA,0.505555046040223,0.505555046040223,0.483773347116675,0,0.374203758248448,0.140028452687263,0.978565158239155,0.374203758248448,0.140028452687263,0.978565158239155,0.547722557505166,0.3,0.664579430967148,0.374203758248448,0.140028452687263,0.978565158239155,0.526288548339125,0.276979636112904,0.680547437699861,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",21,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,0.938735574370588,0.494444953959777,0.428029566685344,NA,0.505555046040223,0.505555046040223,0.572820047351603,0,0.363311202197701,0.131995029642339,0.986843133559265,0.363311202197701,0.131995029642339,0.986843133559265,0.547722557505166,0.3,0.714018951274724,0.363311202197701,0.131995029642339,0.986843133559265,0.51096901349938,0.26108933275653,0.692397585418445,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",22,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,1.03575728466282,0.494444953959777,0.555526877419852,NA,0.505555046040223,0.505555046040223,0.482994196314705,0,0.343876133970873,0.118250795514754,1.02580776285783,0.343876133970873,0.118250795514754,1.02580776285783,0.547722557505166,0.3,0.68534503790873,0.343876133970873,0.118250795514754,1.02580776285783,0.483635098169812,0.233902908181724,0.746884604460158,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",23,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,0.948344316710989,0.494444953959777,0.523045156452255,NA,0.505555046040223,0.505555046040223,0.474107165868567,0,0.425143096454214,0.180746652462678,0.922355565280153,0.425143096454214,0.180746652462678,0.922355565280153,0.547722557505166,0.3,0.654096612650469,0.425143096454214,0.180746652462678,0.922355565280153,0.597930774711071,0.357521211346582,0.596904376632885,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",24,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,1.09082128369992,0.494444953959777,0.511108234151045,NA,0.505555046040223,0.505555046040223,0.515716715532091,0,0.412091611931226,0.169819496624076,0.999324457131046,0.412091611931226,0.169819496624076,0.999324457131046,0.547722557505166,0.3,0.70167968259352,0.412091611931226,0.169819496624076,0.999324457131046,0.579574874504656,0.335907035157087,0.710073529052085,TRUE
1,"sc001_q000_rb02_micro-moderate_r230_block_targeted","core",25,0,0,0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.3,"block_targeted",40,5,500,1,0.968098775655934,0.494444953959777,0.519437750643784,NA,0.505555046040223,0.505555046040223,0.466658356974212,0,0.386415513364833,0.149316948969007,0.953085337507787,0.386415513364833,0.149316948969007,0.953085337507787,0.547722557505166,0.3,0.640813991554857,0.386415513364833,0.149316948969007,0.953085337507787,0.543463434296865,0.295352504417743,0.643371359801286,TRUE
