"scenario_index","scenario_id","scenario_type","q_epsilon_target","range_block_ratio","microscale","true_nugget","partial_sill","true_sill","sigma2_eps","observed_nugget","observed_sill","spherical_range","spherical_range_block_units","target_r2_block","prediction_relation","n_reps","n_sample","n_blocks_side","fine_per_block","q_epsilon_target_mean","q_epsilon_target_sd","q_epsilon_target_q025","q_epsilon_target_q975","q_epsilon_theoretical_mean","q_epsilon_theoretical_sd","q_epsilon_theoretical_q025","q_epsilon_theoretical_q975","q_epsilon_empirical_mean","q_epsilon_empirical_sd","q_epsilon_empirical_q025","q_epsilon_empirical_q975","range_block_ratio_mean","range_block_ratio_sd","range_block_ratio_q025","range_block_ratio_q975","true_nugget_mean","true_nugget_sd","true_nugget_q025","true_nugget_q975","partial_sill_mean","partial_sill_sd","partial_sill_q025","partial_sill_q975","true_sill_mean","true_sill_sd","true_sill_q025","true_sill_q975","sigma2_eps_mean","sigma2_eps_sd","sigma2_eps_q025","sigma2_eps_q975","observed_nugget_mean","observed_nugget_sd","observed_nugget_q025","observed_nugget_q975","observed_sill_mean","observed_sill_sd","observed_sill_q025","observed_sill_q975","spherical_range_mean","spherical_range_sd","spherical_range_q025","spherical_range_q975","spherical_range_block_units_mean","spherical_range_block_units_sd","spherical_range_block_units_q025","spherical_range_block_units_q975","target_r2_block_mean","target_r2_block_sd","target_r2_block_q025","target_r2_block_q975","sigma2_obs_theoretical_mean","sigma2_obs_theoretical_sd","sigma2_obs_theoretical_q025","sigma2_obs_theoretical_q975","sigma2_obs_empirical_mean","sigma2_obs_empirical_sd","sigma2_obs_empirical_q025","sigma2_obs_empirical_q975","sigma2_delta_theoretical_mean","sigma2_delta_theoretical_sd","sigma2_delta_theoretical_q025","sigma2_delta_theoretical_q975","sigma2_delta_empirical_mean","sigma2_delta_empirical_sd","sigma2_delta_empirical_q025","sigma2_delta_empirical_q975","cov_point_block_theoretical_mean","cov_point_block_theoretical_sd","cov_point_block_theoretical_q025","cov_point_block_theoretical_q975","var_block_theoretical_mean","var_block_theoretical_sd","var_block_theoretical_q025","var_block_theoretical_q975","lambda_theoretical_mean","lambda_theoretical_sd","lambda_theoretical_q025","lambda_theoretical_q975","lambda_empirical_mean","lambda_empirical_sd","lambda_empirical_q025","lambda_empirical_q975","n_negative_eigenvalues_mean","n_negative_eigenvalues_sd","n_negative_eigenvalues_q025","n_negative_eigenvalues_q975","r_obs_mean","r_obs_sd","r_obs_q025","r_obs_q975","R2_obs_mean","R2_obs_sd","R2_obs_q025","R2_obs_q975","RMSE_obs_mean","RMSE_obs_sd","RMSE_obs_q025","RMSE_obs_q975","r_true_point_mean","r_true_point_sd","r_true_point_q025","r_true_point_q975","R2_true_point_mean","R2_true_point_sd","R2_true_point_q025","R2_true_point_q975","RMSE_true_point_mean","RMSE_true_point_sd","RMSE_true_point_q025","RMSE_true_point_q975","r_block_true_mean","r_block_true_sd","r_block_true_q025","r_block_true_q975","R2_block_true_mean","R2_block_true_sd","R2_block_true_q025","R2_block_true_q975","RMSE_block_true_mean","RMSE_block_true_sd","RMSE_block_true_q025","RMSE_block_true_q975","r_ME_mean","r_ME_sd","r_ME_q025","r_ME_q975","R2_ME_mean","R2_ME_sd","R2_ME_q025","R2_ME_q975","RMSE_ME_mean","RMSE_ME_sd","RMSE_ME_q025","RMSE_ME_q975","r_B_hat_mean","r_B_hat_sd","r_B_hat_q025","r_B_hat_q975","R2_B_hat_mean","R2_B_hat_sd","R2_B_hat_q025","R2_B_hat_q975","RMSE_B_hat_mean","RMSE_B_hat_sd","RMSE_B_hat_q025","RMSE_B_hat_q975","R2_obs_bias_mean","R2_ME_bias_mean","R2_B_hat_bias_mean","RMSE_obs_bias_mean","RMSE_ME_bias_mean","RMSE_B_hat_bias_mean","lower_value_hold_rate"
33,"sc033_q000_rb50_micro-moderate_r280_block_targeted","core",0,50,"moderate",0.2,0.8,1,0,0.2,1,250,50,0.8,"block_targeted",200,500,40,5,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,1,0,1,1,250,0,250,250,50,0,50,50,0.8,0,0.8,0.8,1,0,1,1,1.00020492599269,0.0504181562157769,0.904605739822318,1.1112537813888,0.212227591083751,0,0.212227591083751,0.212227591083751,0.240919431453498,0.0223771269859591,0.203824660275353,0.288026128602678,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.787772408916249,0,0.787772408916249,0.787772408916249,0.758675926247154,0.0226038448783126,0.712174824803019,0.800477417475845,802,0,802,802,0.777550123502991,0.0165098524391523,0.74034964306691,0.806368229040408,0.604855406910942,0.025508188918524,0.548118353142838,0.650229749565023,0.635014085672433,0.0214601917351351,0.593830626325975,0.679343216952267,0.777550123502991,0.0165098524391523,0.74034964306691,0.806368229040408,0.604855406910942,0.025508188918524,0.548118353142838,0.650229749565023,0.635014085672433,0.0214601917351351,0.593830626325975,0.679343216952267,0.894427190999916,8.9387861363983e-17,0.894427190999916,0.894427190999916,0.8,1.63578252757158e-16,0.8,0.8,0.399515430477938,0.0088882012577127,0.380402974084879,0.415107161937568,0.777550123502991,0.0165098524391523,0.74034964306691,0.806368229040408,0.604855406910942,0.025508188918524,0.548118353142838,0.650229749565023,0.635014085672433,0.0214601917351351,0.593830626325975,0.679343216952267,0.8760482203737,0.0186012790825518,0.83413527650295,0.908516931145499,0.767804761965516,0.0323801501928914,0.695782623177794,0.825403050685101,0.436467903468244,0.0312117792936671,0.374709510434881,0.499279095145082,-0.195144593089058,-0.195144593089058,-0.032195238034484,0.235498655194496,0.235498655194496,0.0369524729903066,1
34,"sc034_q010_rb50_micro-moderate_r280_block_targeted","core",0.1,50,"moderate",0.2,0.8,1,0.111111111111111,0.311111111111111,1.11111111111111,250,50,0.8,"block_targeted",200,500,40,5,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.100100883031618,0.00518396538918814,0.0913049425531228,0.110590791187856,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0.311111111111111,0,0.311111111111111,0.311111111111111,1.11111111111111,0,1.11111111111111,1.11111111111111,250,0,250,250,50,0,50,50,0.8,0,0.8,0.8,1.11111111111111,0,1.11111111111111,1.11111111111111,1.11294257763954,0.0573959910673512,1.00470495796592,1.21692361430673,0.212227591083751,0,0.212227591083751,0.212227591083751,0.242634353706714,0.0224577338447242,0.207970831574571,0.293775389372415,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.708995168024624,0,0.708995168024624,0.708995168024624,0.68184531108186,0.0242602581075556,0.628902574396778,0.722347447071724,802,0,802,802,0.73827321842498,0.0191799813667537,0.69737905775436,0.768830368838669,0.545413377370381,0.0280790638179814,0.486338641285176,0.59110013695181,0.716641804250538,0.0219314600259163,0.674831845371435,0.761939177237964,0.77843056979947,0.0167433304333047,0.739959190971886,0.803496339048097,0.606233089416756,0.0258411844316301,0.54753961014052,0.645606366905934,0.634043455725468,0.0204017051977641,0.597340132767743,0.675438357858407,0.894427190999916,9.34530000866811e-17,0.894427190999916,0.894427190999916,0.8,1.60327396385086e-16,0.8,0.8,0.39969950359888,0.0106634852327903,0.378931228716346,0.417795689780283,0.778208301908641,0.0202174755328437,0.735102071668629,0.810418366612513,0.606014863744867,0.0311989597977571,0.54037626809464,0.656777929946455,0.634297146390712,0.0247617504339159,0.586759668313875,0.685156989690222,0.876789775166798,0.0227785745582592,0.828222955938924,0.913080129973539,0.769276578978656,0.0396040270573553,0.685954803669811,0.833715325026419,0.435225469484681,0.0360645444648211,0.363399665525194,0.507160811659972,-0.254586622629619,-0.193985136255133,-0.0307234210213438,0.316942300651658,0.234597642791832,0.0355259658858011,1
35,"sc035_q025_rb50_micro-moderate_r280_block_targeted","core",0.25,50,"moderate",0.2,0.8,1,0.333333333333333,0.533333333333333,1.33333333333333,250,50,0.8,"block_targeted",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.250803888740257,0.0143070216762711,0.223873020264422,0.282945274380631,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.533333333333333,0,0.533333333333333,0.533333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,250,0,250,250,50,0,50,50,0.8,0,0.8,0.8,1.33333333333333,0,1.33333333333333,1.33333333333333,1.33330200832837,0.0750519267266117,1.17809077141374,1.48894321115112,0.212227591083751,0,0.212227591083751,0.212227591083751,0.242654546847761,0.0219566843941133,0.206574468083062,0.289564766066903,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.590829306687187,0,0.590829306687187,0.590829306687187,0.569374263050525,0.02434059118855,0.523974052550294,0.616509491090431,802,0,802,802,0.674368740475322,0.0209050937845652,0.626795058830547,0.710544114852256,0.455208035961683,0.0280439727562557,0.392872322651982,0.504872988339998,0.856866909005556,0.028425883048593,0.801455336295321,0.913258734659918,0.778470265007758,0.0147137013269145,0.748598664593225,0.804123688204397,0.606231364042954,0.0228540245218981,0.5604004581517,0.646614984344293,0.634181036369744,0.0215649036230745,0.594450956327846,0.675039224455751,0.894427190999916,8.32899694786993e-17,0.894427190999916,0.894427190999916,0.8,1.65273409460099e-16,0.8,0.8,0.399803478727843,0.00970309165514146,0.381713315314929,0.417717220497685,0.778693947692992,0.0241391230479062,0.723760591885087,0.820465671962109,0.60694404794891,0.0373919636750077,0.523829763535976,0.673163984453331,0.632621009414512,0.0385961637342049,0.555875164888556,0.707606675403179,0.877336941339438,0.0271970065315264,0.815444765979909,0.924400202731563,0.770456087417295,0.0474654395759409,0.664950634989383,0.854515818064018,0.431469887539674,0.0575697274503121,0.311077284461008,0.537101336924631,-0.344791964038317,-0.193055952051089,-0.0295439125827054,0.457063430277713,0.232817530686669,0.0316664088118309,1
36,"sc036_q040_rb50_micro-moderate_r280_block_targeted","core",0.4,50,"moderate",0.2,0.8,1,0.666666666666667,0.866666666666667,1.66666666666667,250,50,0.8,"block_targeted",200,500,40,5,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.400001988749385,0.0232479128000545,0.359425265888021,0.448087492943182,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.866666666666667,0,0.866666666666667,0.866666666666667,1.66666666666667,0,1.66666666666667,1.66666666666667,250,0,250,250,50,0,50,50,0.8,0,0.8,0.8,1.66666666666667,0,1.66666666666667,1.66666666666667,1.67227014901504,0.0973224304087024,1.48780476791501,1.85481307090128,0.212227591083751,0,0.212227591083751,0.212227591083751,0.242866505626153,0.0226319674130521,0.204677323307174,0.300878127202936,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.47266344534975,0,0.47266344534975,0.47266344534975,0.453310139876339,0.0219811362209783,0.406187855283462,0.494106760340214,802,0,802,802,0.601116732912263,0.0259135361581837,0.539511679853005,0.644872650454921,0.362009480386554,0.030927007116317,0.291072906362454,0.415861257082891,1.03684731693382,0.0329168583005381,0.97742479337291,1.1035895237943,0.778269646278163,0.0159922106009499,0.74836141666373,0.810545146767394,0.605958114363842,0.024900220893451,0.560045016744395,0.65698343511443,0.634313857004338,0.0219081825598787,0.592225155787493,0.680886444558731,0.894427190999916,9.82982963111235e-17,0.894427190999916,0.894427190999916,0.8,1.8084256275247e-16,0.8,0.8,0.399899756358749,0.0106903472325033,0.37555942705473,0.42153735693599,0.776038365231936,0.0334542313273297,0.696506583718359,0.832527011878848,0.603349133977589,0.0515450118605283,0.48512151060409,0.693102095138152,0.637639465734952,0.0537975515125898,0.537301047421242,0.74245738061672,0.874344956361565,0.0376921293334017,0.784738288505573,0.937989442897559,0.765892695845525,0.0654313495587381,0.615814294983343,0.879825298897766,0.436658774368795,0.0812299769638012,0.276521679655696,0.58225006148216,-0.437990519613447,-0.196650866022411,-0.0341073041544755,0.636947560575067,0.237739709376203,0.0367590180100457,1
37,"sc037_q000_rb02_micro-none_r260_block_targeted","targeted_microscale",0,2,"none",0,1,1,0,0,1,10,2,0.6,"block_targeted",200,500,40,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1,0,1,1,0.997440949846626,0.0659790011197381,0.869384799566903,1.11596560324809,0.368056192449721,0,0.368056192449721,0.368056192449721,0.366867368045536,0.0248245771234932,0.319206144480626,0.410109524673059,NA,NA,NA,NA,0.631943807550279,0,0.631943807550279,0.631943807550279,0.631943807550279,0,0.631943807550279,0.631943807550279,0.631712684030725,0.0232553030702232,0.587739303170621,0.68205120899014,0,0,0,0,0.618382070577525,0.0224130175748852,0.574541272446757,0.659090620052499,0.382896216851775,0.0276918898699359,0.330097726339248,0.43440068395662,0.803246665310719,0.0257271284282204,0.754325491990585,0.85692490809129,0.618382070577525,0.0224130175748852,0.574541272446757,0.659090620052499,0.382896216851775,0.0276918898699359,0.330097726339248,0.43440068395662,0.803246665310719,0.0257271284282204,0.754325491990585,0.85692490809129,0.774596669241483,8.17891263785789e-17,0.774596669241483,0.774596669241484,0.6,1.41444137827679e-16,0.6,0.6,0.531880372874709,0.0155049991228314,0.501316142231693,0.561272654154895,0.618382070577525,0.0224130175748852,0.574541272446757,0.659090620052499,0.382896216851775,0.0276918898699359,0.330097726339248,0.43440068395662,0.803246665310719,0.0257271284282204,0.754325491990585,0.85692490809129,0.777889049455589,0.0281942859702837,0.722739848972677,0.829098061428121,0.605902316435486,0.0438201775839582,0.522352972519609,0.687403972895262,0.525612761576509,0.0393261515206864,0.448274636252072,0.605197574913285,-0.217103783148225,-0.217103783148225,0.00590231643548644,0.27136629243601,0.27136629243601,-0.0062676112981993,1
38,"sc038_q025_rb02_micro-none_r260_block_targeted","targeted_microscale",0.25,2,"none",0,1,1,0.333333333333333,0.333333333333333,1.33333333333333,10,2,0.6,"block_targeted",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.251587355983507,0.015516721192134,0.225277229450727,0.282133126737569,2,0,2,2,0,0,0,0,1,0,1,1,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1.33333333333333,0,1.33333333333333,1.33333333333333,1.32990296675625,0.0814864279440511,1.18147580075744,1.47965837657798,0.368056192449721,0,0.368056192449721,0.368056192449721,0.367567634669147,0.0265563156271486,0.320195634282001,0.419425903815246,NA,NA,NA,NA,0.631943807550279,0,0.631943807550279,0.631943807550279,0.473957855662709,0,0.473957855662709,0.473957855662709,0.474967181178599,0.0222588592745147,0.424837247646569,0.513694412689041,0,0,0,0,0.535442830164535,0.0261253368365771,0.483639646630827,0.595084215622141,0.287378144933308,0.0281161356649023,0.233907313026114,0.354125349827645,0.988909233706755,0.0284708635062215,0.929961090220222,1.04441880211795,0.616650327250577,0.0219079142984938,0.572186395313367,0.65797503907674,0.38073518302361,0.0269281854958736,0.327397756158762,0.432931164715528,0.805416679037289,0.0245294318405206,0.757125116649903,0.852208535455052,0.774596669241483,7.58970971862754e-17,0.774596669241483,0.774596669241484,0.6,1.35631922064353e-16,0.6,0.6,0.532594637035644,0.0142790135710135,0.504184216566566,0.556754067001246,0.618276124262299,0.0301669405105348,0.558458960346167,0.687144064159881,0.383170859911077,0.0374881808865364,0.311876417368151,0.472167133103527,0.802613018526207,0.0351167297936455,0.72903649366614,0.870331480760362,0.77775577508952,0.0379482746917406,0.702509226080762,0.86438767930185,0.606336916879419,0.0593220163543636,0.493519223769493,0.747166326281249,0.523842596298839,0.0544263658095936,0.404274045137053,0.624034794576052,-0.312621855066692,-0.216829140088923,0.00633691687941895,0.456314596671111,0.270018381490564,-0.00875204073680469,1
39,"sc039_q000_rb02_micro-large_r260_block_targeted","targeted_microscale",0,2,"large",0.5,0.5,1,0,0.5,1,10,2,0.6,"block_targeted",200,500,40,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0.5,0,0.5,0.5,0.5,0,0.5,0.5,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,1,0,1,1,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1,0,1,1,0.996951462222131,0.0601091857146726,0.882290401696327,1.0989687360463,0.684028096224861,0,0.684028096224861,0.684028096224861,0.684228840906439,0.043169962697216,0.603418602035247,0.77596360985514,NA,NA,NA,NA,0.315971903775139,0,0.315971903775139,0.315971903775139,0.315971903775139,0,0.315971903775139,0.315971903775139,0.314714435148485,0.0218636049076045,0.272333239981481,0.355353025099957,0,0,0,0,0.434613618579507,0.0362272307539744,0.365775174638199,0.498014083193937,0.190194847641634,0.0313485639460454,0.133791494253538,0.248018077893822,0.907175066338991,0.0264796858943989,0.854825234250696,0.962151424327082,0.434613618579507,0.0362272307539744,0.365775174638199,0.498014083193937,0.190194847641634,0.0313485639460454,0.133791494253538,0.248018077893822,0.907175066338991,0.0264796858943989,0.854825234250696,0.962151424327082,0.774596669241483,1.00787254658774e-16,0.774596669241483,0.774596669241484,0.6,1.7260613573822e-16,0.6,0.6,0.376171202936264,0.0111147913025165,0.351999989201651,0.397266171065335,0.434613618579507,0.0362272307539744,0.365775174638199,0.498014083193937,0.190194847641634,0.0313485639460454,0.133791494253538,0.248018077893822,0.907175066338991,0.0264796858943989,0.854825234250696,0.962151424327082,0.773177304297519,0.0644482165746907,0.650713763710515,0.885966683705399,0.601935948637338,0.0992131375337554,0.423428452514407,0.78493712551836,0.367464284305239,0.0680390991536404,0.216095542957474,0.491637326073744,-0.409805152358366,-0.409805152358366,0.00193594863733759,0.531003863402726,0.531003863402726,-0.00870691863102502,1
40,"sc040_q025_rb02_micro-large_r260_block_targeted","targeted_microscale",0.25,2,"large",0.5,0.5,1,0.333333333333333,0.833333333333333,1.33333333333333,10,2,0.6,"block_targeted",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.250248452594847,0.015536376039041,0.225256515640918,0.279640932659339,2,0,2,2,0.5,0,0.5,0.5,0.5,0,0.5,0.5,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.833333333333333,0,0.833333333333333,0.833333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1.33333333333333,0,1.33333333333333,1.33333333333333,1.33702186202054,0.0813906205075627,1.19200480061076,1.47979498098619,0.684028096224861,0,0.684028096224861,0.684028096224861,0.681347187099931,0.0456291697057351,0.595714778209271,0.781394915892788,NA,NA,NA,NA,0.315971903775139,0,0.315971903775139,0.315971903775139,0.236978927831355,0,0.236978927831355,0.236978927831355,0.23694871018128,0.0188099594359204,0.201846959161009,0.274795143370395,0,0,0,0,0.376291500270294,0.034727022748381,0.304577830932539,0.439844911960211,0.142795229454091,0.026066198713469,0.0927676900488693,0.193463702290234,1.07826257462632,0.0351902789653715,1.01198594014877,1.1491601793504,0.435628499705499,0.0333499958544455,0.366052849702316,0.49917220789375,0.190878850868038,0.0289069942413139,0.133996976535088,0.249172905567662,0.906997222733446,0.0294942765837016,0.855558246603818,0.965622420208521,0.774596669241483,1.03814571504348e-16,0.774596669241483,0.774596669241484,0.6,1.7474596293035e-16,0.6,0.6,0.378064024682886,0.0109055492035421,0.357461930395254,0.398446492093176,0.434503997949645,0.040099311863864,0.351696185356187,0.50788915664383,0.190393639272121,0.0347549316179587,0.123690253398492,0.257951603053646,0.910394693942705,0.0417038096715931,0.831132828394441,0.993597395461247,0.771828318856486,0.0696199972474661,0.625605754823067,0.899303747247688,0.60054154130297,0.106473656417596,0.391382847894651,0.808748114932406,0.376281111834799,0.0975474090375461,0.151287024650935,0.55068403434379,-0.457204770545909,-0.409606360727879,0.000541541302969462,0.700198549943439,0.532330669259819,-0.00178291284808657,1
41,"sc041_q010_rb02_micro-moderate_r260_subgrid_informed","failure_mode",0.1,2,"moderate",0.2,0.8,1,0.111111111111111,0.311111111111111,1.11111111111111,10,2,0.6,"subgrid_informed",200,500,40,5,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.100289692635361,0.00622028614880765,0.0883333720145097,0.113247133039685,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0.311111111111111,0,0.311111111111111,0.311111111111111,1.11111111111111,0,1.11111111111111,1.11111111111111,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1.11111111111111,0,1.11111111111111,1.11111111111111,1.11207139788945,0.0678665637292707,0.981138549046674,1.25786128529107,0.494444953959777,0,0.494444953959777,0.494444953959777,0.496754028115116,0.0333115898726948,0.43146406009703,0.566054064895485,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.454999541436201,0,0.454999541436201,0.454999541436201,0.454254514446163,0.0235522817780047,0.406108273524645,0.499689078720304,0,0,0,0,0.821940783498924,0.0125040266255001,0.795610478237491,0.84389173163418,0.675742220507267,0.0205208263420413,0.632996172642315,0.712153518427944,0.620714561104549,0.0220711586214231,0.572415717599379,0.661969992970085,0.86641640719751,0.00834734804007782,0.849423290911978,0.880276309256908,0.750746720489247,0.0144323338551575,0.721519928577332,0.774886381016761,0.523924272956566,0.0182908622797524,0.487851006580283,0.560954016638842,0.774476192290133,0.00850592183428543,0.756760168857947,0.789675225113396,0.599885361376943,0.0131502284108311,0.57268601325073,0.623586998020491,0.47681445697509,0.0173622532997714,0.443719423961544,0.511218978241925,0.866401659213314,0.0131804013533232,0.838647080508766,0.889539990182526,0.750824689452519,0.0228009181578236,0.703329080713683,0.79128168714216,0.523426827063548,0.0262288407943117,0.465347773932655,0.571920578577329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0758568591303248,0.150939328075577,NA,0.143900104129459,0.0466123700884573,NA,0
42,"sc042_q025_rb02_micro-moderate_r260_subgrid_informed","failure_mode",0.25,2,"moderate",0.2,0.8,1,0.333333333333333,0.533333333333333,1.33333333333333,10,2,0.6,"subgrid_informed",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.249162867427607,0.0148012525236754,0.221079240289745,0.278464746844806,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.533333333333333,0,0.533333333333333,0.533333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1.33333333333333,0,1.33333333333333,1.33333333333333,1.34252886408513,0.0800411253863126,1.19704092636444,1.50775536344413,0.494444953959777,0,0.494444953959777,0.494444953959777,0.499637151421226,0.0329260185069132,0.439307914146064,0.561128349321765,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.379166284530167,0,0.379166284530167,0.379166284530167,0.376559613573756,0.0200698883778936,0.337876994994649,0.412022470412559,0,0,0,0,0.750388439961798,0.0166317896039264,0.72031032967752,0.781008403793973,0.563358044171603,0.0249152938571522,0.518847102325064,0.6099741935332,0.782168523106583,0.0249779905271338,0.735122513115868,0.828314499682585,0.866150005148056,0.00768508993535331,0.849966527457857,0.881026785516485,0.750274596722255,0.0133120566271238,0.722443097798767,0.776208198410394,0.525370130945124,0.0183870946526351,0.488906384740528,0.560995449640282,0.774604565883366,0.00781437875010145,0.759398205033653,0.790770076138281,0.600072992680031,0.0121132099521988,0.576685661211661,0.62531731333186,0.47630906630322,0.0159632731007632,0.446970114218251,0.503452969681094,0.866473935617455,0.0192047364098643,0.831742725478769,0.90183082433962,0.75114405889547,0.0332203918095363,0.691796136433419,0.813298924710933,0.52697210046099,0.0371801407499138,0.455051392447248,0.593945716378431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0367149485084285,0.151071066215439,NA,0.305859456803364,0.05066303415777,NA,0
43,"sc043_q010_rb10_micro-moderate_r260_subgrid_informed","failure_mode",0.1,10,"moderate",0.2,0.8,1,0.111111111111111,0.311111111111111,1.11111111111111,50,10,0.6,"subgrid_informed",200,500,40,5,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.10096743627899,0.00641574226740919,0.0887409085316157,0.113458000858949,10,0,10,10,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0.311111111111111,0,0.311111111111111,0.311111111111111,1.11111111111111,0,1.11111111111111,1.11111111111111,50,0,50,50,10,0,10,10,0.6,0,0.6,0.6,1.11111111111111,0,1.11111111111111,1.11111111111111,1.10489817215041,0.070381275522356,0.979316183929441,1.25208569065272,0.261051456779261,0,0.261051456779261,0.261051456779261,0.265353484901227,0.0212563147853385,0.228832233815679,0.306164960715181,NA,NA,NA,NA,0.738948543220739,0,0.738948543220739,0.738948543220739,0.665053688898665,0,0.665053688898665,0.665053688898665,0.660634805020985,0.0212515926170305,0.621842106363062,0.705781997255455,0,0,0,0,0.849171968913372,0.00927164073593217,0.828595683606418,0.865759840768719,0.721178566293539,0.0157152194885264,0.68657080926384,0.74954014666009,0.556416895932553,0.0161607325606046,0.529293786949192,0.587832652106628,0.895019196184564,0.00363968151519171,0.888013698593296,0.901799039976139,0.801072542583988,0.00651449067023701,0.788568334757093,0.813241519066273,0.446189751306866,0.0104550650611295,0.427060394392386,0.46834093994025,0.77375957224477,0.00832770072370979,0.758457679950661,0.790312346121018,0.598772879486756,0.0128952098761995,0.575258078296932,0.62459361738774,0.574198223558339,0.0176313888473655,0.542820799256665,0.610726990071578,0.895105848978651,0.00977316745744847,0.873416539860174,0.912591001177951,0.801309518103933,0.0174613549872515,0.7628564547376,0.832822385177878,0.4453586830944,0.0201541245087163,0.41114571315014,0.484186031510644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122405686806783,0.202536638617176,NA,-0.0177813276257865,-0.12883954046394,NA,0
