"scenario_index","scenario_id","scenario_type","q_epsilon_target","range_block_ratio","microscale","true_nugget","partial_sill","true_sill","sigma2_eps","observed_nugget","observed_sill","spherical_range","spherical_range_block_units","target_r2_block","prediction_relation","n_reps","n_sample","n_blocks_side","fine_per_block","q_epsilon_target_mean","q_epsilon_target_sd","q_epsilon_target_q025","q_epsilon_target_q975","q_epsilon_theoretical_mean","q_epsilon_theoretical_sd","q_epsilon_theoretical_q025","q_epsilon_theoretical_q975","q_epsilon_empirical_mean","q_epsilon_empirical_sd","q_epsilon_empirical_q025","q_epsilon_empirical_q975","range_block_ratio_mean","range_block_ratio_sd","range_block_ratio_q025","range_block_ratio_q975","true_nugget_mean","true_nugget_sd","true_nugget_q025","true_nugget_q975","partial_sill_mean","partial_sill_sd","partial_sill_q025","partial_sill_q975","true_sill_mean","true_sill_sd","true_sill_q025","true_sill_q975","sigma2_eps_mean","sigma2_eps_sd","sigma2_eps_q025","sigma2_eps_q975","observed_nugget_mean","observed_nugget_sd","observed_nugget_q025","observed_nugget_q975","observed_sill_mean","observed_sill_sd","observed_sill_q025","observed_sill_q975","spherical_range_mean","spherical_range_sd","spherical_range_q025","spherical_range_q975","spherical_range_block_units_mean","spherical_range_block_units_sd","spherical_range_block_units_q025","spherical_range_block_units_q975","target_r2_block_mean","target_r2_block_sd","target_r2_block_q025","target_r2_block_q975","sigma2_obs_theoretical_mean","sigma2_obs_theoretical_sd","sigma2_obs_theoretical_q025","sigma2_obs_theoretical_q975","sigma2_obs_empirical_mean","sigma2_obs_empirical_sd","sigma2_obs_empirical_q025","sigma2_obs_empirical_q975","sigma2_delta_theoretical_mean","sigma2_delta_theoretical_sd","sigma2_delta_theoretical_q025","sigma2_delta_theoretical_q975","sigma2_delta_empirical_mean","sigma2_delta_empirical_sd","sigma2_delta_empirical_q025","sigma2_delta_empirical_q975","cov_point_block_theoretical_mean","cov_point_block_theoretical_sd","cov_point_block_theoretical_q025","cov_point_block_theoretical_q975","var_block_theoretical_mean","var_block_theoretical_sd","var_block_theoretical_q025","var_block_theoretical_q975","lambda_theoretical_mean","lambda_theoretical_sd","lambda_theoretical_q025","lambda_theoretical_q975","lambda_empirical_mean","lambda_empirical_sd","lambda_empirical_q025","lambda_empirical_q975","n_negative_eigenvalues_mean","n_negative_eigenvalues_sd","n_negative_eigenvalues_q025","n_negative_eigenvalues_q975","r_obs_mean","r_obs_sd","r_obs_q025","r_obs_q975","R2_obs_mean","R2_obs_sd","R2_obs_q025","R2_obs_q975","RMSE_obs_mean","RMSE_obs_sd","RMSE_obs_q025","RMSE_obs_q975","r_true_point_mean","r_true_point_sd","r_true_point_q025","r_true_point_q975","R2_true_point_mean","R2_true_point_sd","R2_true_point_q025","R2_true_point_q975","RMSE_true_point_mean","RMSE_true_point_sd","RMSE_true_point_q025","RMSE_true_point_q975","r_block_true_mean","r_block_true_sd","r_block_true_q025","r_block_true_q975","R2_block_true_mean","R2_block_true_sd","R2_block_true_q025","R2_block_true_q975","RMSE_block_true_mean","RMSE_block_true_sd","RMSE_block_true_q025","RMSE_block_true_q975","r_ME_mean","r_ME_sd","r_ME_q025","r_ME_q975","R2_ME_mean","R2_ME_sd","R2_ME_q025","R2_ME_q975","RMSE_ME_mean","RMSE_ME_sd","RMSE_ME_q025","RMSE_ME_q975","r_B_hat_mean","r_B_hat_sd","r_B_hat_q025","r_B_hat_q975","R2_B_hat_mean","R2_B_hat_sd","R2_B_hat_q025","R2_B_hat_q975","RMSE_B_hat_mean","RMSE_B_hat_sd","RMSE_B_hat_q025","RMSE_B_hat_q975","R2_obs_bias_mean","R2_ME_bias_mean","R2_B_hat_bias_mean","RMSE_obs_bias_mean","RMSE_ME_bias_mean","RMSE_B_hat_bias_mean","lower_value_hold_rate"
11,"sc011_q025_rb50_micro-moderate_r230_block_targeted","core",0.25,50,"moderate",0.2,0.8,1,0.333333333333333,0.533333333333333,1.33333333333333,250,50,0.3,"block_targeted",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.252384639369992,0.0148794510247781,0.227682083668787,0.281882786025309,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.533333333333333,0,0.533333333333333,0.533333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,250,0,250,250,50,0,50,50,0.3,0,0.3,0.3,1.33333333333333,0,1.33333333333333,1.33333333333333,1.32529120646562,0.0778660022658942,1.18252700721236,1.46403116564588,0.212227591083751,0,0.212227591083751,0.212227591083751,0.242771630269685,0.023257493700757,0.202632075246093,0.302801727833086,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.590829306687187,0,0.590829306687187,0.590829306687187,0.568217339454394,0.0247069707366048,0.518690947709037,0.613347592385245,802,0,802,802,0.410037350099403,0.0256597464897174,0.357864652424239,0.458775575754173,0.168785758953508,0.0209733061012806,0.128067116064455,0.21047558064856,1.12132802326984,0.0329061825830704,1.06136684996357,1.18350179969913,0.475490421183282,0.018340800148336,0.442136311029163,0.512109729876469,0.226425843662386,0.01749124342915,0.1954845701047,0.262256521752447,0.961691191936338,0.0248431687426417,0.916114791810965,1.00488427682254,0.547722557505166,6.09620154676078e-17,0.547722557505166,0.547722557505166,0.3,8.159958006033e-17,0.3,0.3,0.825054262954475,0.0229826087911965,0.773080346989795,0.861897907721038,0.473470348915383,0.0296293230863518,0.413226506821172,0.529748404318594,0.225047678604677,0.0279644081350408,0.170756154752606,0.280634107531414,0.961069066468804,0.0383956483299294,0.890598719615601,1.03312296595165,0.533448383621072,0.0333826913225048,0.465573002909485,0.596855601743501,0.285676010047468,0.03549808017967,0.216758232225368,0.356237543172509,0.843199987838163,0.0437764378790661,0.762193065043506,0.924724474244288,-0.131214241046492,-0.0749523213953232,-0.0143239899525316,0.296273760315364,0.136014803514329,0.0181457248836874,1
12,"sc012_q040_rb50_micro-moderate_r230_block_targeted","core",0.4,50,"moderate",0.2,0.8,1,0.666666666666667,0.866666666666667,1.66666666666667,250,50,0.3,"block_targeted",200,500,40,5,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.401550079214525,0.0236044163949419,0.36255136998265,0.450850621610144,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.866666666666667,0,0.866666666666667,0.866666666666667,1.66666666666667,0,1.66666666666667,1.66666666666667,250,0,250,250,50,0,50,50,0.3,0,0.3,0.3,1.66666666666667,0,1.66666666666667,1.66666666666667,1.66587489419064,0.0967273355326467,1.47868686181931,1.83881993733209,0.212227591083751,0,0.212227591083751,0.212227591083751,0.242018008068447,0.0223877709171552,0.206313172868086,0.300006162521439,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.47266344534975,0,0.47266344534975,0.47266344534975,0.454900138365453,0.0214107312287136,0.409561027213384,0.49247483835599,802,0,802,802,0.370038454799164,0.0324903239756516,0.307280265137261,0.423538490008394,0.137978801076436,0.0236610987086502,0.0944219988802121,0.179384859998821,1.26050294545906,0.0380739992935988,1.1876005564788,1.32743227818939,0.479204306825919,0.0216898164515765,0.437495272935183,0.51847966675051,0.230104863577524,0.0207361130546617,0.191402325998707,0.268821276826241,0.95913128770239,0.026602711860298,0.911606557371878,1.00842813423594,0.547722557505166,6.04518641100089e-17,0.547722557505166,0.547722557505166,0.3,8.07411152459016e-17,0.3,0.3,0.826431565227006,0.0205938368221592,0.787367380020285,0.869026862914156,0.477717590964496,0.0419448278901941,0.39669711649827,0.546785839426782,0.229964668460726,0.0394351645144169,0.157369998133687,0.298974766664702,0.959763884321688,0.0500921409410006,0.862396822846071,1.04661826148168,0.538233655626251,0.0472582933451804,0.446949710933138,0.616051296342608,0.291917647607247,0.0500590831413714,0.199765816056167,0.379519215551108,0.841519520505028,0.0572457950409842,0.729040859300453,0.939777736165475,-0.162021198923564,-0.0700353315392739,-0.00808235239275251,0.43407138023205,0.133332319094682,0.015087955278022,0.98
13,"sc013_q000_rb02_micro-moderate_r260_block_targeted","core",0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.6,"block_targeted",200,500,40,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,1,0,1,1,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1,0,1,1,0.997612945073612,0.0585330092007833,0.892653476782004,1.10868437661012,0.494444953959777,0,0.494444953959777,0.494444953959777,0.49748819847336,0.033417738046602,0.439020748662715,0.561979290786515,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.505555046040223,0,0.505555046040223,0.505555046040223,0.503812460733424,0.0219716893533951,0.463838867913216,0.54701358296585,0,0,0,0,0.548690030201739,0.0254616837118667,0.496980676133517,0.592255176711939,0.301705805093542,0.0277499828860918,0.246990005547125,0.350766350955427,0.849922980874877,0.0265338506122046,0.799231935175523,0.901135035017836,0.548690030201739,0.0254616837118667,0.496980676133517,0.592255176711939,0.301705805093542,0.0277499828860918,0.246990005547125,0.350766350955427,0.849922980874877,0.0265338506122046,0.799231935175523,0.901135035017836,0.774596669241483,8.83423533348133e-17,0.774596669241483,0.774596669241484,0.6,1.53013444436099e-16,0.6,0.6,0.476275094442605,0.0126056461223154,0.455077748197238,0.500890358653275,0.548690030201739,0.0254616837118667,0.496980676133517,0.592255176711939,0.301705805093542,0.0277499828860918,0.246990005547125,0.350766350955427,0.849922980874877,0.0265338506122046,0.799231935175523,0.901135035017836,0.771689949974524,0.0358098823531628,0.698964756044082,0.832960947952613,0.59678131482746,0.054890131358483,0.488552151702732,0.693824250599052,0.475787883158031,0.0475588469291894,0.379903407262206,0.563559566513307,-0.298294194906458,-0.298294194906458,-0.00321868517253954,0.373647886432272,0.373647886432272,-0.00048721128457363,1
14,"sc014_q010_rb02_micro-moderate_r260_block_targeted","core",0.1,2,"moderate",0.2,0.8,1,0.111111111111111,0.311111111111111,1.11111111111111,10,2,0.6,"block_targeted",200,500,40,5,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.100040554699237,0.00683203251037537,0.0879230730890353,0.114190033845468,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0.311111111111111,0,0.311111111111111,0.311111111111111,1.11111111111111,0,1.11111111111111,1.11111111111111,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1.11111111111111,0,1.11111111111111,1.11111111111111,1.11578719962687,0.0757611380446174,0.97303721306857,1.26373204191147,0.494444953959777,0,0.494444953959777,0.494444953959777,0.496571098715071,0.0332505740411128,0.437223841909463,0.564133633400135,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.454999541436201,0,0.454999541436201,0.454999541436201,0.454457258243396,0.0218289432188978,0.409372070776186,0.494060569585931,0,0,0,0,0.522948942401753,0.0276332747121267,0.469345304854012,0.575400209567163,0.274235376241071,0.0287883283608909,0.220285052938698,0.331085417247568,0.913195911432293,0.028364270794563,0.857724720218401,0.96272220550704,0.550054125096321,0.0270255245893344,0.496241996187997,0.605532383518661,0.303286267619912,0.0296755547173521,0.246256127773867,0.366669483079868,0.850853146149089,0.0262874169416026,0.805003978112262,0.89665351238456,0.774596669241483,8.62133090638894e-17,0.774596669241483,0.774596669241484,0.6,1.48285220779914e-16,0.6,0.6,0.476812665572011,0.0130694470254857,0.446805867028398,0.497561088427966,0.551236585988581,0.029128029099818,0.49473339081492,0.606525076123481,0.30470597360119,0.0319870315121011,0.244761169931887,0.367872685830631,0.850112368351341,0.0304923076227119,0.790304073370232,0.903173809793375,0.775271483079897,0.0409663126385411,0.695804123629368,0.853030454152655,0.602715720054246,0.0632711151093052,0.484143461427172,0.727660991047377,0.475482648780374,0.0557044199773277,0.360741090308816,0.566813846103142,-0.325764623758929,-0.29529402639881,0.00271572005424559,0.436383245860281,0.37329970277933,-0.00133001679163697,1
15,"sc015_q025_rb02_micro-moderate_r260_block_targeted","core",0.25,2,"moderate",0.2,0.8,1,0.333333333333333,0.533333333333333,1.33333333333333,10,2,0.6,"block_targeted",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.249571617365551,0.0164523420448077,0.21901853755791,0.27609111095999,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.533333333333333,0,0.533333333333333,0.533333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1.33333333333333,0,1.33333333333333,1.33333333333333,1.34150446871824,0.0900486945511118,1.207359806304,1.52194450625281,0.494444953959777,0,0.494444953959777,0.494444953959777,0.496497975749376,0.0347966535789121,0.426268619080127,0.558078044328079,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.379166284530167,0,0.379166284530167,0.379166284530167,0.37894682411767,0.020673354956275,0.340787280314032,0.421931015357942,0,0,0,0,0.47537653846189,0.0315005429443166,0.403420373389195,0.531498968199557,0.226970176104767,0.0295873671438229,0.16274800047366,0.282491174335225,1.03046244425203,0.0341878111060382,0.971149369764769,1.09257171721505,0.549186906009385,0.0253290996938178,0.49942811022695,0.591697402445042,0.302244613207004,0.0277158225918417,0.24943000626934,0.350106000147864,0.852467690083176,0.0292611756302398,0.801350948341549,0.911455002224568,0.774596669241483,8.25429591471429e-17,0.774596669241483,0.774596669241484,0.6,1.42317258081397e-16,0.6,0.6,0.476349583303332,0.012537970655859,0.454385959480196,0.503250073433016,0.54891754489481,0.0363736938970411,0.465829722345663,0.613722144728046,0.302626901473023,0.0394498228584306,0.21699733396488,0.376654899113634,0.853221066842048,0.0412893841046541,0.780895471706414,0.927566497967203,0.772009931735537,0.0511567779233677,0.655153356807669,0.863152572663497,0.598603265546171,0.0780326952869379,0.42922592834256,0.745032419444324,0.479247067679971,0.0747509919061428,0.339635759224883,0.604925266507289,-0.373029823895233,-0.297373098526977,-0.0013967344538286,0.554112860948702,0.376871483538716,0.00289748437663889,1
16,"sc016_q040_rb02_micro-moderate_r260_block_targeted","core",0.4,2,"moderate",0.2,0.8,1,0.666666666666667,0.866666666666667,1.66666666666667,10,2,0.6,"block_targeted",200,500,40,5,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.403068649002586,0.0253928755142405,0.356970101497634,0.445841317404028,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.866666666666667,0,0.866666666666667,0.866666666666667,1.66666666666667,0,1.66666666666667,1.66666666666667,10,0,10,10,2,0,2,2,0.6,0,0.6,0.6,1.66666666666667,0,1.66666666666667,1.66666666666667,1.6605904634718,0.105904738278994,1.49530100182924,1.8675782306365,0.494444953959777,0,0.494444953959777,0.494444953959777,0.494449951205081,0.0316878436071953,0.436920831349406,0.558127655883019,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.303333027624134,0,0.303333027624134,0.303333027624134,0.301363032890346,0.0198368384785201,0.259481127733194,0.342615870551094,0,0,0,0,0.424587115726179,0.0322047820442361,0.36596979410674,0.488853517163973,0.18130618108726,0.0274881215766994,0.133936399776904,0.238977765551958,1.17699329386996,0.0367061249348738,1.09953746992971,1.25087531867676,0.548518617328519,0.0266982432962448,0.497821988603735,0.601624572217341,0.301581905770121,0.0293593019939635,0.247826740887832,0.361952129537998,0.849457696076212,0.0273922612694406,0.795732942204079,0.896058659757607,0.774596669241483,8.32899694786993e-17,0.774596669241483,0.774596669241484,0.6,1.42968599049934e-16,0.6,0.6,0.475557382053555,0.0132406706146696,0.448757611551051,0.501855778721725,0.548139609407244,0.0415761948418553,0.472464972596788,0.631107176903663,0.302176968478766,0.0458135359611656,0.223227332961507,0.39829627591993,0.846995081607356,0.0509850878863077,0.736421034424747,0.947640422493268,0.770915825838876,0.0584736917961603,0.664485321400641,0.887603271366689,0.597713287297946,0.0906202723521438,0.441549015700551,0.787839581544283,0.464630705775287,0.0985345045749572,0.218792585055843,0.635277374225824,-0.41869381891274,-0.297823031521234,-0.00228671270205372,0.701435911816407,0.371437699553801,-0.0109266762782676,1
17,"sc017_q000_rb10_micro-moderate_r260_block_targeted","core",0,10,"moderate",0.2,0.8,1,0,0.2,1,50,10,0.6,"block_targeted",200,500,40,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,1,0,1,1,50,0,50,50,10,0,10,10,0.6,0,0.6,0.6,1,0,1,1,1.0026376771483,0.0570829156673756,0.889069569996659,1.10830138055766,0.261051456779261,0,0.261051456779261,0.261051456779261,0.26271391680503,0.0191299730806867,0.227438560879638,0.301383966006488,NA,NA,NA,NA,0.738948543220739,0,0.738948543220739,0.738948543220739,0.738948543220739,0,0.738948543220739,0.738948543220739,0.736141662062444,0.0193639691735331,0.698700490589758,0.776030672231444,0,0,0,0,0.664754564631713,0.01752633969227,0.631945166244651,0.695887998935367,0.442204267918792,0.0231974743937601,0.399354719621839,0.484260197385062,0.771518484263715,0.0236414759503465,0.722822697256506,0.808594242511065,0.664754564631713,0.01752633969227,0.631945166244651,0.695887998935367,0.442204267918792,0.0231974743937601,0.399354719621839,0.484260197385062,0.771518484263715,0.0236414759503465,0.722822697256506,0.808594242511065,0.774596669241483,8.36609734061262e-17,0.774596669241483,0.774596669241484,0.6,1.40124256975116e-16,0.6,0.6,0.575206096411931,0.0145695668668976,0.545876155244588,0.600728356136443,0.664754564631713,0.01752633969227,0.631945166244651,0.695887998935367,0.442204267918792,0.0231974743937601,0.399354719621839,0.484260197385062,0.771518484263715,0.0236414759503465,0.722822697256506,0.808594242511065,0.773311074156407,0.0203884460439444,0.735143797902831,0.809528696124712,0.598423627701363,0.0313925436440445,0.540436439432215,0.655336832080882,0.577705462878262,0.0317312478571157,0.51129347253049,0.626716132658318,-0.157795732081208,-0.157795732081208,-0.00157637229863739,0.196312387851784,0.196312387851784,0.0024993664663312,1
18,"sc018_q010_rb10_micro-moderate_r260_block_targeted","core",0.1,10,"moderate",0.2,0.8,1,0.111111111111111,0.311111111111111,1.11111111111111,50,10,0.6,"block_targeted",200,500,40,5,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.100812095927279,0.0059291559473257,0.0902803263370651,0.111125475870305,10,0,10,10,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0.311111111111111,0,0.311111111111111,0.311111111111111,1.11111111111111,0,1.11111111111111,1.11111111111111,50,0,50,50,10,0,10,10,0.6,0,0.6,0.6,1.11111111111111,0,1.11111111111111,1.11111111111111,1.10599745965362,0.0657577798744224,0.999870849095846,1.23073561575845,0.261051456779261,0,0.261051456779261,0.261051456779261,0.264850549199168,0.021050776689116,0.226276533481506,0.310070804931637,NA,NA,NA,NA,0.738948543220739,0,0.738948543220739,0.738948543220739,0.665053688898665,0,0.665053688898665,0.665053688898665,0.66065743669492,0.0223792592204892,0.616561956949395,0.697153534368709,0,0,0,0,0.628575103273822,0.0230399061954205,0.582431204680678,0.672891905579767,0.395634843546802,0.028869525688433,0.339226385320376,0.452783715450893,0.839817768238346,0.0260634298013188,0.790361314232552,0.886865325354201,0.663330414968841,0.0188596122403022,0.625306663971195,0.696802759023472,0.44036114597172,0.0249715175394546,0.39100844560677,0.485534100961136,0.769801364320081,0.0227245146500539,0.722429557529143,0.813870647713925,0.774596669241483,8.4398088735802e-17,0.774596669241483,0.774596669241484,0.6,1.48702338961912e-16,0.6,0.6,0.573734558835633,0.0161278906984805,0.539443866963159,0.606769912149917,0.662576335606946,0.0242861935513844,0.613936395715555,0.709290346907676,0.439594270607558,0.0320772507649256,0.376918205911529,0.503093017167659,0.770750447433784,0.0283982160153635,0.716630929035371,0.821838641135527,0.770777133486388,0.0282522052824059,0.714194138550275,0.825119689640382,0.594891585673296,0.0434093159249161,0.51007368424967,0.680822801239862,0.576515219270211,0.0380085122630526,0.50250212749499,0.643712842324077,-0.204365156453198,-0.160405729392443,-0.00510841432670395,0.266083209402713,0.19701588859815,0.00278066043457736,1
19,"sc019_q025_rb10_micro-moderate_r260_block_targeted","core",0.25,10,"moderate",0.2,0.8,1,0.333333333333333,0.533333333333333,1.33333333333333,50,10,0.6,"block_targeted",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.251513932352668,0.0151881535968191,0.223816129533198,0.284537183906566,10,0,10,10,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.533333333333333,0,0.533333333333333,0.533333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,50,0,50,50,10,0,10,10,0.6,0,0.6,0.6,1.33333333333333,0,1.33333333333333,1.33333333333333,1.33012443200068,0.0805230846489481,1.17149406420923,1.48931774738259,0.261051456779261,0,0.261051456779261,0.261051456779261,0.264911672707376,0.0220267402994225,0.223896856374091,0.311485602348849,NA,NA,NA,NA,0.738948543220739,0,0.738948543220739,0.738948543220739,0.554211407415554,0,0.554211407415554,0.554211407415554,0.552950529476037,0.0209975197320426,0.514499497096798,0.592287080632049,0,0,0,0,0.575812773386785,0.0249812112657156,0.526331208001313,0.620422052343747,0.332181290607102,0.0288526520454723,0.277024796537374,0.384923529343433,0.961749349892119,0.0283182173107952,0.909746972258283,1.01905374412229,0.664064265786493,0.0178464438212638,0.632950217453104,0.703084223384453,0.441298252173834,0.0237469786031393,0.400625989318617,0.494327464348984,0.772121874750346,0.0236816496666877,0.724164815695689,0.819765844811827,0.774596669241483,8.54918460951099e-17,0.774596669241483,0.774596669241484,0.6,1.48076221069589e-16,0.6,0.6,0.575533170784454,0.0163642327771705,0.543712193384171,0.607755087336602,0.664891319435371,0.0288458180978876,0.607754929244918,0.716401677863685,0.442908387476136,0.0384702027272964,0.369366395383166,0.51323137245791,0.768882035444842,0.035398749080464,0.703069136248697,0.839724445622059,0.773470161449281,0.0335564308468588,0.707003219178523,0.833392323290245,0.599376494533302,0.0520607328889538,0.499854013884738,0.694542775902865,0.573701179577999,0.0474674210479049,0.482964518496416,0.666397468805491,-0.267818709392898,-0.157091612523864,-0.000623505466698426,0.386216179107665,0.193348864660388,-0.00183199120645483,1
20,"sc020_q040_rb10_micro-moderate_r260_block_targeted","core",0.4,10,"moderate",0.2,0.8,1,0.666666666666667,0.866666666666667,1.66666666666667,50,10,0.6,"block_targeted",200,500,40,5,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.399804443285651,0.0240616627669839,0.35863189029073,0.447422950452694,10,0,10,10,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.866666666666667,0,0.866666666666667,0.866666666666667,1.66666666666667,0,1.66666666666667,1.66666666666667,50,0,50,50,10,0,10,10,0.6,0,0.6,0.6,1.66666666666667,0,1.66666666666667,1.66666666666667,1.67341585431557,0.099403963550287,1.49001688767486,1.85891630938774,0.261051456779261,0,0.261051456779261,0.261051456779261,0.262659662889516,0.0202937517592187,0.229150197542483,0.304233103788709,NA,NA,NA,NA,0.738948543220739,0,0.738948543220739,0.738948543220739,0.443369125932443,0,0.443369125932443,0.443369125932443,0.442333864375034,0.0211970561393519,0.402743285036933,0.485330451583876,0,0,0,0,0.515784959281779,0.0281980006889388,0.466810897355611,0.565714126252544,0.266825275827945,0.0291729243967136,0.217912557344175,0.320032563422542,1.1237495412861,0.0341014444185423,1.05556720081977,1.19129885423262,0.664855341862115,0.0175835855041664,0.633511074253813,0.698620367795216,0.442340262169377,0.0234433759417675,0.401336281205054,0.488070421393717,0.771960275351171,0.0205916988151671,0.73120333948979,0.811751069018998,0.774596669241483,7.71115278528222e-17,0.774596669241483,0.774596669241484,0.6,1.34024035509999e-16,0.6,0.6,0.576095252050653,0.0145117055886785,0.545807000299876,0.601761499174711,0.6658755191742,0.0364034623548684,0.602650277095474,0.730333796563462,0.444708793046575,0.0486215406611894,0.363187595573626,0.533387605704237,0.771253398764964,0.0498404866242761,0.66899553374756,0.867482719875091,0.7746150840985,0.0423482621623696,0.701064961290715,0.849599600758084,0.601812936944558,0.065798276628668,0.491492403504386,0.721819686360628,0.575941336138096,0.0675752280674264,0.43185941988883,0.701052626585112,-0.333174724172055,-0.155291206953425,0.00181293694455753,0.547654289235444,0.195158146714312,-0.000153915912556868,1
21,"sc021_q000_rb50_micro-moderate_r260_block_targeted","core",0,50,"moderate",0.2,0.8,1,0,0.2,1,250,50,0.6,"block_targeted",200,500,40,5,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,1,0,1,1,250,0,250,250,50,0,50,50,0.6,0,0.6,0.6,1,0,1,1,1.0008093131148,0.0475376953721921,0.90263425477729,1.09672855417694,0.212227591083751,0,0.212227591083751,0.212227591083751,0.242461344028155,0.0252575531253193,0.200269794138104,0.293253655525864,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.787772408916249,0,0.787772408916249,0.787772408916249,0.756211347909676,0.0264470548793812,0.698649634981899,0.796320632403666,802,0,802,802,0.674199660122744,0.0189430291845354,0.638561960991078,0.708246107151626,0.454902225872536,0.0254285006202334,0.407761387519226,0.501612672669216,0.763041148608156,0.022007312359153,0.7213412177977,0.807067048021733,0.674199660122744,0.0189430291845354,0.638561960991078,0.708246107151626,0.454902225872536,0.0254285006202334,0.407761387519226,0.501612672669216,0.763041148608156,0.022007312359153,0.7213412177977,0.807067048021733,0.774596669241483,7.5487945433725e-17,0.774596669241483,0.774596669241484,0.6,1.34715479663174e-16,0.6,0.6,0.582693020506132,0.0157871603791956,0.546451939879289,0.614274066937987,0.674199660122744,0.0189430291845354,0.638561960991078,0.708246107151626,0.454902225872536,0.0254285006202334,0.407761387519226,0.501612672669216,0.763041148608156,0.022007312359153,0.7213412177977,0.807067048021733,0.759605579851484,0.0213426845472496,0.719453386495953,0.797964945284194,0.577453869574274,0.0322789936946583,0.517613187392777,0.636748211782756,0.608052694330135,0.0276013343871848,0.555072561828641,0.662668183191017,-0.145097774127464,-0.145097774127464,-0.022546130425726,0.180348128102023,0.180348128102023,0.0253596738240026,1
