Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutantCode	AirPollutant	Projection	Longitude	Latitude	Altitude	MeasurementType	MeasurementMethod	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0PIL1	AT0PIL1	10PIL1	SPO-AT0PIL1_00038_100	SPP-AT_A_chemi_API200A	SPO_F-AT0PIL1_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	315	automatic	chemi	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0PIL1	AT0PIL1	10PIL1	SPO-AT0PIL1_06001_100	SPP-AT_A_light-scat_GRIMM-EDM180	SPO_F-AT0PIL1_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	315	automatic	other	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0PIL1	AT0PIL1	10PIL1	SPO-AT0PIL1_06015_100	SPP-AT_N_0123501235	SPO_F-AT0PIL1_06015_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6015	BaP	EPSG:4979	nan	nan	315	active		background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0SIG1	AT0SIG1	10SIG1	SPO-AT0SIG1_00001_100	SPP-AT_A_UV-FL_thermo43CTL	SPO_F-AT0SIG1_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	1666	automatic	UV-FL	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0SIG1	AT0SIG1	10SIG1	SPO-AT0SIG1_00007_100	SPP-AT_A_UV-P_horibaAPOA360E	SPO_F-AT0SIG1_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	1666	automatic	UV-P	background	rural-remote			3	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0SIG1	AT0SIG1	10SIG1	SPO-AT0SIG1_00008_100	SPP-AT_A_chemi_horibaAPNA360E	SPO_F-AT0SIG1_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	1666	automatic	chemi	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0SIG1	AT0SIG1	10SIG1	SPO-AT0SIG1_00038_100	SPP-AT_A_chemi_horibaAPNA360E	SPO_F-AT0SIG1_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	1666	automatic	chemi	background	rural-remote			3	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0SON1	AT0SON1	10SON1	SPO-AT0SON1_00007_100	SPP-AT_A_UV-P_thermo49i	SPO_F-AT0SON1_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	3106	automatic	UV-P	background	rural-remote			6	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0SON1	AT0SON1	10SON1	SPO-AT0SON1_00010_100	SPP-AT_A_NDIR_horibaAPMA360CE	SPO_F-AT0SON1_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	3106	automatic	NDIR	background	rural-remote			6	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0STO1	AT0STO1	10STO1	SPO-AT0STO1_00001_100	SPP-AT_A_UV-FL_thermo43CTL	SPO_F-AT0STO1_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	1302	automatic	UV-FL	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0STO1	AT0STO1	10STO1	SPO-AT0STO1_00007_100	SPP-AT_A_UV-P_horibaAPOA360E	SPO_F-AT0STO1_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	1302	automatic	UV-P	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0STO1	AT0STO1	10STO1	SPO-AT0STO1_00008_100	SPP-AT_A_chemi_horibaAPNA360E	SPO_F-AT0STO1_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	1302	automatic	chemi	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0STO1	AT0STO1	10STO1	SPO-AT0STO1_00038_100	SPP-AT_A_chemi_horibaAPNA360E	SPO_F-AT0STO1_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	1302	automatic	chemi	background	rural-remote			3	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00001_100	SPP-AT_A_UV-FL_thermo43CTL	SPO_F-AT0VOR1_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	1020	automatic	UV-FL	background	rural-remote			5	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00004_100	SPP-AT_A_BETA_andersenFH621N	SPO_F-AT0VOR1_00004_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	1020	automatic	BETA	background	rural-remote			6	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00005_100	SPP-AT_N_gravi_digitelDHA-80	SPO_F-AT0VOR1_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	1020	active		background	rural-remote			5	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00005_101	SPP-AT_A_BETA_thermo5030SHARP	SPO_F-AT0VOR1_00005_101_102	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	1020	automatic	BETA	background	rural-remote			6	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00005_101	SPP-AT_A_BETA_andersenFH62IR	SPO_F-AT0VOR1_00005_101_101	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	1020	automatic	BETA	background	rural-remote			6	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00007_500	SPP-AT_A_UV-P_D9043	SPO_F-AT0VOR1_00007_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	1020	automatic	UV-P	background	rural-remote			5	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00008_100	SPP-AT_A_chemi_thermo42i	SPO_F-AT0VOR1_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	1020	automatic	chemi	background	rural-remote			5	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00010_500	SPP-AT_A_NDIR_horibaAPMA370	SPO_F-AT0VOR1_00010_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	1020	automatic	NDIR	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00012_100	SPP-AT_N_AAS_digitelDHA-80	SPO_F-AT0VOR1_00012_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/12	Pb	EPSG:4979	nan	nan	1020	active		background	rural-remote			5	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00014_100	SPP-AT_N_AAS_digitelDHA-80	SPO_F-AT0VOR1_00014_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/14	Cd	EPSG:4979	nan	nan	1020	active		background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00015_100	SPP-AT_N_AAS_digitelDHA-80	SPO_F-AT0VOR1_00015_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/15	Ni	EPSG:4979	nan	nan	1020	active		background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00018_100	SPP-AT_N_AAS_digitelDHA-80	SPO_F-AT0VOR1_00018_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/18	As	EPSG:4979	nan	nan	1020	active		background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0VOR1	AT0VOR1	10VOR1	SPO-AT0VOR1_00038_100	SPP-AT_A_chemi_thermo42i	SPO_F-AT0VOR1_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	1020	automatic	chemi	background	rural-remote			5	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZIL1	AT0ZIL1	10ZIL1	SPO-AT0ZIL1_00005_100	SPP-AT_N_gravi_digitelDHA-80	SPO_F-AT0ZIL1_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	555	active		background	rural-regional			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZIL1	AT0ZIL1	10ZIL1	SPO-AT0ZIL1_00007_100	SPP-AT_A_UV-P_API400E	SPO_F-AT0ZIL1_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	555	automatic	UV-P	background	rural-regional			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZIL1	AT0ZIL1	10ZIL1	SPO-AT0ZIL1_00008_100	SPP-AT_A_chemi_API200E	SPO_F-AT0ZIL1_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	555	automatic	chemi	background	rural-regional			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZIL1	AT0ZIL1	10ZIL1	SPO-AT0ZIL1_00038_100	SPP-AT_A_chemi_API200E	SPO_F-AT0ZIL1_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	555	automatic	chemi	background	rural-regional			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00001_100	SPP-AT_A_UV-FL_thermo43i	SPO_F-AT0ZOE2_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	899	automatic	UV-FL	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00005_100	SPP-AT_N_gravi_digitelDHA-80	SPO_F-AT0ZOE2_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	899	active		background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00005_101	SPP-Unknown	SPO_F-AT0ZOE2_00005_101_102	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	899			background	rural-remote			0	0	0
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00005_101	SPP-AT_A_TEOM_D9039	SPO_F-AT0ZOE2_00005_101_101	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	899	automatic	TEOM	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00007_100	SPP-AT_A_UV-P_thermo49c	SPO_F-AT0ZOE2_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	899	automatic	UV-P	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00008_100	SPP-AT_A_chemi_thermo42c-TL	SPO_F-AT0ZOE2_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	899	automatic	chemi	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00012_100	SPP-AT_N_AAS_digitelDHA-80	SPO_F-AT0ZOE2_00012_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/12	Pb	EPSG:4979	nan	nan	899	active		background	rural-remote			3	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00014_100	SPP-AT_N_AAS_digitelDHA-80	SPO_F-AT0ZOE2_00014_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/14	Cd	EPSG:4979	nan	nan	899	active		background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00015_100	SPP-AT_N_AAS_digitelDHA-80	SPO_F-AT0ZOE2_00015_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/15	Ni	EPSG:4979	nan	nan	899	active		background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00018_100	SPP-AT_N_AAS_digitelDHA-80	SPO_F-AT0ZOE2_00018_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/18	As	EPSG:4979	nan	nan	899	active		background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_00038_100	SPP-AT_A_chemi_thermo42c-TL	SPO_F-AT0ZOE2_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	899	automatic	chemi	background	rural-remote			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT0ZOE2	AT0ZOE2	10ZOE2	SPO-AT0ZOE2_06001_100	SPP-AT_N_gravi_digitelDHA-80	SPO_F-AT0ZOE2_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	899	active		background	rural-remote			3	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10001	AT10001	010001	SPO-AT10001_00001_100	SPP-AT_A_UV-FL_thermo43i	SPO_F-AT10001_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	160	automatic	UV-FL	background	suburban			4	-999	40
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10001	AT10001	010001	SPO-AT10001_00004_100	SPP-AT_A_BETA_andersenFH621N	SPO_F-AT10001_00004_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	160	automatic	BETA	background	suburban			4	-999	40
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10001	AT10001	010001	SPO-AT10001_00005_100	SPP-AT_A_BETA_thermo5030SHARP	SPO_F-AT10001_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	160	automatic	BETA	background	suburban			4	-999	40
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10001	AT10001	010001	SPO-AT10001_00007_100	SPP-AT_A_UV-P_horibaAPOA350	SPO_F-AT10001_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	160	automatic	UV-P	background	suburban			4	-999	40
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10001	AT10001	010001	SPO-AT10001_00008_100	SPP-AT_A_chemi_horibaAPNA350	SPO_F-AT10001_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	160	automatic	chemi	background	suburban			4	-999	40
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10001	AT10001	010001	SPO-AT10001_00010_100	SPP-AT_A_NDIR_horibaAPMA360	SPO_F-AT10001_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	160	automatic	NDIR	background	suburban			4	-999	40
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10001	AT10001	010001	SPO-AT10001_00020_100	SPP-AT_N_01654digitelAS	SPO_F-AT10001_00020_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	C6H6	EPSG:4979	nan	nan	160	active		background	suburban			2	-999	40
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10001	AT10001	010001	SPO-AT10001_00038_100	SPP-AT_A_chemi_horibaAPNA350	SPO_F-AT10001_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	160	automatic	chemi	background	suburban			4	-999	40
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10002	AT10002	010002	SPO-AT10002_00001_100	SPP-AT_A_UV-FL_thermo43i	SPO_F-AT10002_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	330	automatic	UV-FL	background	rural			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10002	AT10002	010002	SPO-AT10002_00005_100	SPP-AT_A_BETA_thermo5030SHARP	SPO_F-AT10002_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	330	automatic	BETA	background	rural			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10002	AT10002	010002	SPO-AT10002_00007_100	SPP-AT_A_UV-P_horibaAPOA350	SPO_F-AT10002_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	330	automatic	UV-P	background	rural			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10002	AT10002	010002	SPO-AT10002_00008_100	SPP-AT_A_chemi_horibaAPNA350	SPO_F-AT10002_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	330	automatic	chemi	background	rural			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10002	AT10002	010002	SPO-AT10002_00020_101	SPP-AT_N_GC-FID_03805	SPO_F-AT10002_00020_101_101	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	C6H6	EPSG:4979	nan	nan	330	active		background	rural			2	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10002	AT10002	010002	SPO-AT10002_00038_100	SPP-AT_A_chemi_horibaAPNA350	SPO_F-AT10002_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	330	automatic	chemi	background	rural			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10003	AT10003	010003	SPO-AT10003_00001_100	SPP-AT_A_UV-FL_thermo43i	SPO_F-AT10003_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	138	automatic	UV-FL	background	suburban			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10003	AT10003	010003	SPO-AT10003_00005_100	SPP-AT_A_BETA_thermo5030SHARP	SPO_F-AT10003_00005_100_101	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	138	automatic	BETA	background	suburban			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10003	AT10003	010003	SPO-AT10003_00005_100	SPP-AT_A_BETA_thermo5030SHARP	SPO_F-AT10003_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	138	automatic	BETA	background	suburban			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10003	AT10003	010003	SPO-AT10003_00007_100	SPP-AT_A_UV-P_horibaAPOA350	SPO_F-AT10003_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	138	automatic	UV-P	background	suburban			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10003	AT10003	010003	SPO-AT10003_00008_100	SPP-AT_A_chemi_horibaAPNA350	SPO_F-AT10003_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	138	automatic	chemi	background	suburban			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10003	AT10003	010003	SPO-AT10003_00038_100	SPP-AT_A_chemi_horibaAPNA350	SPO_F-AT10003_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	138	automatic	chemi	background	suburban			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT10007	AT10007	010007	SPO-AT10007_00007_100	SPP-AT_A_UV-P_API400A	SPO_F-AT10007_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	240	automatic	UV-P	background	rural			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT11002	AT11002	011002	SPO-AT11002_00001_100	SPP-AT_A_UV-FL_horibaAPSA360	SPO_F-AT11002_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	330	automatic	UV-FL	background	rural-regional			4	-999	-999
AT	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	AT.0008.20.AQ	NET-AT001A	STA-AT11002	AT11002	011002	SPO-AT11002_00005_100	SPP-AT_A_BETA_andersenFH621N	SPO_F-AT11002_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	330	automatic	BETA	background	rural-regional			4	-999	-999
