"example_id","source","variable","units","correction_type","r2_definition","r_obs","r2_obs","rmse_obs","sigma2_obs","sigma2_eps","q_eps","r_ME","R2_ME","RMSE_ME","lambda","sigma2_delta","sigma2_block","r_B","R2_B","RMSE_B","r_B_raw","R2_B_raw","RMSE_B_raw","mse_B_raw","mse_B","r_bound_truncated","r2_bound_truncated","mse_bound_truncated","r_noninformative","r2_noninformative","mse_noninformative","support_variance_exceeds_observed_mse","notes","study","prediction_support","reference_support","information_tier","available_information","main_limitation","data_source_observations","data_source_stations","validation_design","predictor_variables","n_validation","cell_side","equivalent_radius","measurement_error_assumption","structural_covariance_model","variogram_model","variogram_nugget","variogram_spherical_psill","variogram_spherical_range_m","variogram_range","true_nugget","partial_sill","nugget_to_sill","gamma_true_R","gamma_struct_R","rho_R","rho_struct_R","sigma2_delta_struct"
"example_no2_de","UBA annual mean NO2 Germany 2018; simple 10-fold CV linear model","Annual mean NO2","ug m^-3","tier3_support_sensitivity_measurement_error_zero","squared_correlation",0.554601315570543,0.307582619232578,11.1753685587838,180.66666272208,0,0,0.554601315570543,0.307582619232578,11.1753685587838,0.394138606649275,109.458956008825,71.2077067132552,0.883397990386474,0.780392009418861,3.92809195613204,0.883397990386474,0.780392009418861,3.92809195613204,15.4299064158292,15.4299064158292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NO2-DE uses UBA annual mean NO2 station data for 2018 and a simple 10-fold CV linear model. Measurement error is set to zero; the fitted response-semivariogram nugget is retained as true microscale variation.","NO2-DE","2 km grid cell","monitoring station annual mean","Tier 3","station data; simple 10-fold CV metrics; fitted response semivariogram; sigma_epsilon^2 set to 0","Illustrative validation model; annual-mean measurement error set to zero; fitted nugget not decomposed.","Umweltbundesamt annual mean NO2 observations, 2018","Umweltbundesamt station metadata, German regulatory monitoring network","simple random 10-fold cross-validation","elevation;urban;population;corine",504,2000,1128.37916709551,"sigma_epsilon^2 = 0","Spherical","Nug:108.88:0; Sph:68.327:179320",108.875052345577,68.3267518964106,179323.722467641,179323.722467641,108.875052345577,68.3267518964106,0.61441277537387,109.519954186584,0.644901841007481,0.393800978351724,0.991017030574668,0.583903663248522
