"example_id","source","variable","units","correction_type","r2_definition","r_obs","r2_obs","rmse_obs","sigma2_obs","sigma2_eps","q_eps","r_ME","R2_ME","RMSE_ME","lambda","sigma2_delta","sigma2_block","r_B","R2_B","RMSE_B","r_B_raw","R2_B_raw","RMSE_B_raw","mse_B_raw","mse_B","r_bound_truncated","r2_bound_truncated","mse_bound_truncated","r_noninformative","r2_noninformative","mse_noninformative","support_variance_exceeds_observed_mse","notes","study","prediction_support","reference_support","information_tier","available_information","main_limitation","regional_setting","measurement_error_regional_source","model_label","cell_side","equivalent_radius","residual_sill_obs","residual_nugget_obs","residual_nugget_true","partial_sill","structural_covariance_model","spherical_range","sigma2_obs_source","trend_var","gamma_resid_struct_R","rho_resid_struct_R","gamma_resid_true_R","rho_resid_true_R","sigma2_delta_resid_struct","var_block_resid"
"example_brenning_2005_bts","Brenning et al. (2005), Zermatt BTS regression model; measurement-error component transferred from Norway BTS data in Table 1","BTS","deg C","tier2_measurement_error_plus_semivariogram","squared_correlation",0.671565335615233,0.451,1.81659021245849,4.19,0.05,0.0119331742243437,0.675608510828114,0.456446859903382,1.80277563773199,0.805992715912862,0.762890520325107,3.37710947967489,0.748036367290603,0.559558406789322,1.57705722143329,0.748036367290603,0.559558406789322,1.57705722143329,2.48710947967489,2.48710947967489,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Zermatt, Swiss Alps BTS model (2): R2=0.451, observed response variance=4.19, residual sill=3.3, residual nugget=0.45 and range=180 m. Measurement-error variance=0.05 is transferred from related meso-scale BTS data from Jotunheimen, southern Norway, reported in Brenning et al. (2005) Table 1 after Oedegaard et al. (1999). Target support is a 30 m grid cell.","BTS","30 m grid cell","BTS point observation","Tier 2","ordinary-regression R2, residual semivariogram, transferred measurement-error variance","Measurement-error variance is not Zermatt-specific; it is transferred from related Norway BTS data reported in the source study.","Zermatt, Swiss Alps","Jotunheimen, southern Norway; Oedegaard et al. (1999), as reported in Brenning et al. (2005) Table 1","Brenning et al. (2005) model (2): BTS = 11.4 - 0.0061 Z + 0.12 PSWR",30,16.9256875064327,3.3,0.45,0.4,2.85,"Spherical",180,"sample variance of original Zermatt BTS reference observations",0.890000000000001,0.400800302124867,0.859368315043906,0.800800302124867,0.753599907038502,0.362890520325107,2.48710947967489
