"example_id","source","variable","units","correction_type","r2_definition","r_obs","r2_obs","rmse_obs","RMSD_obs_biased","ubRMSD_obs","sigma2_obs","sigma2_eps","sigma_eps","q_eps","r_ME","R2_ME","RMSE_ME","ubRMSD_ME","lambda","sigma2_delta","sigma2_block","r_B","R2_B","RMSE_B","n_tc_sites","tc_sigma_eps_min","tc_sigma_eps_max","correction_status","notes","study","prediction_support","reference_support","information_tier","available_information","main_limitation","source_study","validation_metric_source","reference_error_source","support_note"
"example_zhao_2021_tc","Zhao et al. (2021), SMAP L3_SM_E_P vs CRNS; TC with CLM-ParFlow","Soil moisture","cm^3 cm^-3","partial_tier1_reference_error_from_tc",NA,0.699,NA,0.056,0.085,0.056,NA,0.000704923076923077,0.0265503875098477,NA,NA,NA,0.0493059522073849,0.0493059522073849,NA,NA,NA,NA,NA,NA,13,0.01,0.04,"partial Tier 1: TC-estimated CRNS reference-error variance subtracted from ubRMSD only","SMAP-CRNS label. Uses published SMAP--CRNS r, RMSD, and ubRMSD plus TC-estimated CRNS error standard deviations from the CLM-ParFlow triplet. CRNS reference variance is not tabulated; q_epsilon, correlation, R2, and Tier 2 support adjustments are therefore not computed.","SMAP-CRNS","SMAP 9 km pixel","CRNS footprint","Partial Tier 1","r, ubRMSD, TC-estimated CRNS error SD","Reference variance not tabulated; only ubRMSD can be corrected.","Zhao et al. (2021)","Zhao et al. (2021), conventional SMAP L3_SM_E_P--CRNS comparison","Zhao et al. (2021), triple-collocation CRNS error SDs, CLM-ParFlow triplet","SMAP 9 km pixel; CRNS field-scale footprint; no support covariance model used"
