"example_id","source","variable","units","correction_type","r2_definition","r_obs","r2_obs","rmse_obs","sigma2_obs","sigma2_eps","q_eps","r_ME","R2_ME","RMSE_ME","lambda","sigma2_delta","sigma2_block","r_B","R2_B","RMSE_B","r_B_raw","R2_B_raw","RMSE_B_raw","mse_B_raw","mse_B","r_bound_truncated","r2_bound_truncated","mse_bound_truncated","r_noninformative","r2_noninformative","mse_noninformative","support_variance_exceeds_observed_mse","notes","study","prediction_support","reference_support","information_tier","available_information","main_limitation","dataset_label","display_label","source_study","validation_model","validation_design","rmse_obs_source","rmse_to_sd_ratio","sigma_obs_reconstructed","sigma2_obs_reconstructed","response_variance_source","sigma_allometric","sigma_within_site","sigma_eps","reference_error_source","n_field_sites_total","n_dwarf_shrub_sites","field_site_side_m","subplot_side_m","n_subplots_per_site","tier2_status"
"example_zandler_2015_biomass","Zandler et al. (2015), LASSO LSRE dwarf-shrub biomass model","Total biomass","kg ha^-1","tier1_reference_error_only","predictive_skill",0.661437827766148,0.4375,992,1749447.11111111,300724,0.171896594123959,0.726853261058343,0.528315663111147,826.643816888507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tier 1 reference-error calculation only. Observed RMSE = 992 kg ha^-1 from the LASSO LSRE spatial-CV result. Observed biomass variance is reconstructed from the statement that this RMSE is about 75% of the biomass standard deviation. Reference-error variance combines 180^2 kg^2 ha^-2 allometric uncertainty and 518^2 kg^2 ha^-2 within-site subplot-sampling uncertainty. No response semivariogram is reported, so no Tier 2 support adjustment is attempted.","Biomass","30 m map pixel","60 m field site; two 4 m x 4 m subplots","Tier 1","Spatial-CV RMSE; approximate response SD reconstructed from RMSE/SD ratio; allometric and within-site reference-error components","Reference support is a field-site estimate from sparse subplots; response variance is reconstructed from a rounded RMSE/SD ratio; no semivariogram is available.","Biomass","Biomass","Zandler et al. (2015)","LASSO LSRE","spatial cross-validation","Zandler et al. (2015), LASSO LSRE spatial-CV RMSE",0.75,1322.66666666667,1749447.11111111,"reconstructed from RMSE = 75% of biomass SD",180,518,548.383077784134,"Zandler et al. (2015) uncertainty discussion: allometric model error and within-site subplot-sampling precision",137,122,60,4,2,"not computed: no response semivariogram or covariance model reported"
