"example_id","source","variable","units","correction_type","r2_definition","r_obs","r2_obs","r_ols","r_wls","rmse_obs","ubrmse_obs","bias_obs","sigma_sre","sigma2_delta","rmse_intrinsic_reported","ubrmse_intrinsic_reported","sigma2_obs","sigma2_eps","q_eps","r_ME","R2_ME","RMSE_ME","lambda","sigma2_block","r_B","R2_B","RMSE_B","n_pairs","n_outliers","correction_status","notes","study","prediction_support","reference_support","information_tier","available_information","main_limitation","source_study","table_source","support_note"
"example_balenzano_2021_sentinel1_soil_moisture","Balenzano et al. (2021), Sentinel-1 soil moisture validation, Table 3","Soil moisture","m^3 m^-3","reported_spatial_representativeness_error_correction","not_used_reported_sre_example",NA,NA,0.46,0.54,0.088,0.085,0.021,0.053,0.002809,0.07,0.067,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0702495551587339,15057,82,"reported SRE: intrinsic RMSE reproduced by subtracting delta_SRE^2 from RMSE^2","S1-SM label. Directly uses Balenzano et al. (2021), Table 3: RMSE, ubRMSE, bias, delta_SRE, intrinsic RMSE, intrinsic ubRMSE, and OLS/WLS correlations. No covariance model is fitted and R/R2 are not re-corrected because the source study treats heteroscedastic uncertainty in both retrieved and observed variables directly.","S1-SM","Sentinel-1 soil moisture product, approximately 1 km","in situ point-scale soil moisture at 0.05 m depth","Reported SRE","reported RMSE, ubRMSE, bias, SRE, intrinsic RMSE, and OLS/WLS correlations","Direct SRE example; not a covariance-model post-hoc adjustment.","Balenzano et al. (2021)","Balenzano et al. (2021), Table 3, overall 1 km validation","Prediction support approximately 1 km; reference support point-scale in situ measurements at 0.05 m depth"
